gene id,cluster,symbol,name,level,rank
3479,C2,IGF1,insulin-like growth factor 1 (somatomedin C),E3,1993
2252,C2,FGF7,fibroblast growth factor 7,-,1995
54511,C2,HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1,-,2015
9848,C2,MFAP3L,microfibrillar-associated protein 3-like,-,2021
79611,C2,ACSS3,acyl-CoA synthetase short-chain family member 3,-,2027
51090,C2,PLLP,plasmolipin,-,2037
11245,C2,GPR176,G protein-coupled receptor 176,-,2044
2070,C2,EYA4,eyes absent homolog 4 (Drosophila),-,2050
347402,C2,NLRP3P,"NLR family, pyrin domain containing 3 pseudogene",-,2054
64506,C2,CPEB1,cytoplasmic polyadenylation element binding protein 1,-,2065
27123,C2,DKK2,dickkopf WNT signaling pathway inhibitor 2,-,2075
10371,C2,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",-,2076
10149,C2,GPR64,G protein-coupled receptor 64,-,2077
4091,C2,SMAD6,SMAD family member 6,-,2079
7368,C2,UGT8,UDP glycosyltransferase 8,-,2089
23194,C2,FBXL7,F-box and leucine-rich repeat protein 7,-,2100
25837,C2,RAB26,"RAB26, member RAS oncogene family",-,2115
590,C2,BCHE,butyrylcholinesterase,-,2123
8382,C2,NME5,NME/NM23 family member 5,-,2124
6474,C2,SHOX2,short stature homeobox 2,-,2149
6489,C2,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",-,2154
79605,C2,PGBD5,piggyBac transposable element derived 5,-,2171
8614,C2,STC2,stanniocalcin 2,-,2176
58189,C2,WFDC1,WAP four-disulfide core domain 1,-,2183
220965,C2,FAM13C,"family with sequence similarity 13, member C",-,2205
1124,C2,CHN2,chimerin 2,-,2211
1159,C2,CKMT1B,"creatine kinase, mitochondrial 1B",-,2213
1021,C2,CDK6,cyclin-dependent kinase 6,-,2224
51209,C2,RAB9B,"RAB9B, member RAS oncogene family",-,2225
3790,C2,KCNS3,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3",-,2227
4155,C2,MBP,myelin basic protein,-,2234
10742,C2,RAI2,retinoic acid induced 2,-,2257
9945,C2,GFPT2,glutamine-fructose-6-phosphate transaminase 2,-,2258
11096,C2,ADAMTS5,"ADAM metallopeptidase with thrombospondin type 1 motif, 5",-,2262
3169,C2,FOXA1,forkhead box A1,-,2277
80303,C2,EFHD1,"EF-hand domain family, member D1",-,2279
23281,C2,MTUS2,microtubule associated tumor suppressor candidate 2,-,2309
5334,C2,PLCL1,phospholipase C-like 1,-,2323
114795,C2,TMEM132B,transmembrane protein 132B,-,2334
200150,C2,PLD5,"phospholipase D family, member 5",E3,2339
26002,C2,MOXD1,"monooxygenase, DBH-like 1",-,2348
28513,C2,CDH19,"cadherin 19, type 2",-,2354
10586,C2,MAB21L2,mab-21-like 2 (C. elegans),-,2364
4487,C2,MSX1,msh homeobox 1,-,2365
148808,C2,MFSD4,major facilitator superfamily domain containing 4,-,2367
283554,C2,GPR137C,G protein-coupled receptor 137C,-,2370
23051,C2,ZHX3,zinc fingers and homeoboxes 3,-,2383
63035,C2,BCORL1,BCL6 corepressor-like 1,-,2407
80863,C2,PRRT1,proline-rich transmembrane protein 1,-,2410
11113,C2,CIT,"citron (rho-interacting, serine/threonine kinase 21)",-,2426
7020,C2,TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),-,2460
9462,C2,RASAL2,RAS protein activator like 2,-,2472
5243,C2,ABCB1,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",E3,2476
53944,C2,CSNK1G1,"casein kinase 1, gamma 1",-,2478
57502,C2,NLGN4X,"neuroligin 4, X-linked",E1,2551
4233,C2,MET,met proto-oncogene,E1,3618
55777,C2,MBD5,methyl-CpG binding domain protein 5,E1,8164
2334,C3,AFF2,"AF4/FMR2 family, member 2",E4,13
2572,C3,GAD2,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)",E3,50
9228,C3,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",E3,72
10368,C3,CACNG3,"calcium channel, voltage-dependent, gamma subunit 3",-,83
57468,C3,SLC12A5,"solute carrier family 12 (potassium/chloride transporter), member 5",-,103
116,C3,ADCYAP1,adenylate cyclase activating polypeptide 1 (pituitary),-,127
2917,C3,GRM7,"glutamate receptor, metabotropic 7",E3,147
1008,C3,CDH10,"cadherin 10, type 2 (T2-cadherin)",E3,150
2558,C3,GABRA5,"gamma-aminobutyric acid (GABA) A receptor, alpha 5",E3,157
1463,C3,NCAN,neurocan,-,158
29114,C3,TAGLN3,transgelin 3,-,172
6579,C3,SLCO1A2,"solute carrier organic anion transporter family, member 1A2",-,175
138046,C3,RALYL,RALY RNA binding protein-like,-,182
9722,C3,NOS1AP,nitric oxide synthase 1 (neuronal) adaptor protein,E4,186
10716,C3,TBR1,"T-box, brain, 1",E2,193
3798,C3,KIF5A,kinesin family member 5A,-,202
860,C3,RUNX2,runt-related transcription factor 2,-,209
2897,C3,GRIK1,"glutamate receptor, ionotropic, kainate 1",-,216
1826,C3,DSCAM,Down syndrome cell adhesion molecule,-,220
1016,C3,CDH18,"cadherin 18, type 2",-,237
22865,C3,SLITRK3,"SLIT and NTRK-like family, member 3",-,240
22854,C3,NTNG1,netrin G1,E4,251
9472,C3,AKAP6,A kinase (PRKA) anchor protein 6,-,259
1600,C3,DAB1,"Dab, reelin signal transducer, homolog 1 (Drosophila)",-,276
2786,C3,GNG4,"guanine nucleotide binding protein (G protein), gamma 4",-,277
3736,C3,KCNA1,"potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)",-,290
5457,C3,POU4F1,POU class 4 homeobox 1,-,292
10485,C3,C1orf61,chromosome 1 open reading frame 61,-,311
5521,C3,PPP2R2B,"protein phosphatase 2, regulatory subunit B, beta",-,315
10777,C3,ARPP21,"cAMP-regulated phosphoprotein, 21kDa",-,339
1996,C3,ELAVL4,ELAV like neuron-specific RNA binding protein 4,-,344
80036,C3,TRPM3,"transient receptor potential cation channel, subfamily M, member 3",-,354
2557,C3,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",E3,360
2822,C3,GPLD1,glycosylphosphatidylinositol specific phospholipase D1,-,364
57795,C3,BRINP2,bone morphogenetic protein/retinoic acid inducible neural-specific 2,-,371
9628,C3,RGS6,regulator of G-protein signaling 6,-,375
63974,C3,NEUROD6,neuronal differentiation 6,-,385
23026,C3,MYO16,myosin XVI,E4,386
54886,C3,LPPR1,lipid phosphate phosphatase-related protein type 1,-,392
3354,C3,HTR1E,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",E3,415
57172,C3,CAMK1G,calcium/calmodulin-dependent protein kinase IG,-,424
22866,C3,CNKSR2,connector enhancer of kinase suppressor of Ras 2,-,430
9515,C3,STXBP5L,syntaxin binding protein 5-like,-,439
6677,C3,SPAM1,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)",-,450
4852,C3,NPY,neuropeptide Y,E3,456
6457,C3,SH3GL3,SH3-domain GRB2-like 3,-,458
796,C3,CALCA,calcitonin-related polypeptide alpha,-,460
2566,C3,GABRG2,"gamma-aminobutyric acid (GABA) A receptor, gamma 2",-,464
81551,C3,STMN4,stathmin-like 4,-,465
7093,C3,TLL2,tolloid-like 2,-,470
3741,C3,KCNA5,"potassium voltage-gated channel, shaker-related subfamily, member 5",-,477
56146,C3,PCDHA2,protocadherin alpha 2,-,479
1816,C3,DRD5,dopamine receptor D5,E3,482
23620,C3,NTSR2,neurotensin receptor 2,-,493
57084,C3,SLC17A6,"solute carrier family 17 (vesicular glutamate transporter), member 6",-,495
4889,C3,NPY5R,neuropeptide Y receptor Y5,E3,512
6671,C3,SP4,Sp4 transcription factor,-,515
4974,C3,OMG,oligodendrocyte myelin glycoprotein,E3,521
2259,C3,FGF14,fibroblast growth factor 14,-,522
51555,C3,PEX5L,peroxisomal biogenesis factor 5-like,-,531
11341,C3,SCRG1,stimulator of chondrogenesis 1,-,532
5458,C3,POU4F2,POU class 4 homeobox 2,-,535
23305,C3,ACSL6,acyl-CoA synthetase long-chain family member 6,-,551
57586,C3,SYT13,synaptotagmin XIII,-,553
6473,C3,SHOX,short stature homeobox,-,559
60676,C3,PAPPA2,pappalysin 2,-,564
4887,C3,NPY2R,neuropeptide Y receptor Y2,E3,597
27328,C3,PCDH11X,protocadherin 11 X-linked,-,598
2904,C3,GRIN2B,"glutamate receptor, ionotropic, N-methyl D-aspartate 2B",E1,599
53616,C3,ADAM22,ADAM metallopeptidase domain 22,-,601
23072,C3,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",-,606
10242,C3,KCNMB2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2",-,612
1896,C3,EDA,ectodysplasin A,-,615
10382,C3,TUBB4A,"tubulin, beta 4A class IVa",-,621
5071,C3,PARK2,parkin RBR E3 ubiquitin protein ligase,E4,634
2492,C3,FSHR,follicle stimulating hormone receptor,-,648
4168,C3,MCF2,MCF.2 cell line derived transforming sequence,-,650
22987,C3,SV2C,synaptic vesicle glycoprotein 2C,-,651
83259,C3,PCDH11Y,protocadherin 11 Y-linked,-,655
23769,C3,FLRT1,fibronectin leucine rich transmembrane protein 1,-,656
9071,C3,CLDN10,claudin 10,-,658
54212,C3,SNTG1,"syntrophin, gamma 1",-,664
29942,C3,PURG,purine-rich element binding protein G,-,680
9832,C3,JAKMIP2,janus kinase and microtubule interacting protein 2,-,688
7101,C3,NR2E1,"nuclear receptor subfamily 2, group E, member 1",E3,699
4045,C3,LSAMP,limbic system-associated membrane protein,-,709
7547,C3,ZIC3,Zic family member 3,-,722
27185,C3,DISC1,disrupted in schizophrenia 1,E3,723
26289,C3,AK5,adenylate kinase 5,-,727
2560,C3,GABRB1,"gamma-aminobutyric acid (GABA) A receptor, beta 1",E4,733
7068,C3,THRB,"thyroid hormone receptor, beta",-,735
2835,C3,GPR12,G protein-coupled receptor 12,-,741
4036,C3,LRP2,low density lipoprotein receptor-related protein 2,E4,745
8110,C3,DPF3,"D4, zinc and double PHD fingers, family 3",-,749
10846,C3,PDE10A,phosphodiesterase 10A,-,753
23619,C3,ZIM2,"zinc finger, imprinted 2",-,757
54207,C3,KCNK10,"potassium channel, subfamily K, member 10",-,761
2978,C3,GUCA1A,guanylate cyclase activator 1A (retina),-,762
1297,C3,COL9A1,"collagen, type IX, alpha 1",-,768
79698,C3,ZMAT4,"zinc finger, matrin-type 4",-,790
9162,C3,DGKI,"diacylglycerol kinase, iota",-,807
1638,C3,DCT,dopachrome tautomerase,-,820
2922,C3,GRP,gastrin-releasing peptide,-,821
1261,C3,CNGA3,cyclic nucleotide gated channel alpha 3,-,830
56,C3,ACRV1,acrosomal vesicle protein 1,-,841
5733,C3,PTGER3,prostaglandin E receptor 3 (subtype EP3),-,842
956,C3,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,-,844
10060,C3,ABCC9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9",-,886
6247,C3,RS1,retinoschisin 1,-,892
4340,C3,MOG,myelin oligodendrocyte glycoprotein,E3,896
4842,C3,NOS1,nitric oxide synthase 1 (neuronal),E3,908
1136,C3,CHRNA3,"cholinergic receptor, nicotinic, alpha 3 (neuronal)",-,910
53919,C3,SLCO1C1,"solute carrier organic anion transporter family, member 1C1",-,911
148,C3,ADRA1A,adrenoceptor alpha 1A,-,937
2798,C3,GNRHR,gonadotropin-releasing hormone receptor,-,938
5618,C3,PRLR,prolactin receptor,E3,955
30820,C3,KCNIP1,Kv channel interacting protein 1,-,957
135138,C3,PACRG,PARK2 co-regulated,-,967
23105,C3,FSTL4,follistatin-like 4,-,970
7222,C3,TRPC3,"transient receptor potential cation channel, subfamily C, member 3",-,971
54112,C3,GPR88,G protein-coupled receptor 88,-,978
5375,C3,PMP2,peripheral myelin protein 2,-,986
2567,C3,GABRG3,"gamma-aminobutyric acid (GABA) A receptor, gamma 3",E3,990
5617,C3,PRL,prolactin,E3,992
6005,C3,RHAG,Rh-associated glycoprotein,-,1006
9108,C3,MTMR7,myotubularin related protein 7,-,1025
57715,C3,SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",-,1027
64344,C3,HIF3A,"hypoxia inducible factor 3, alpha subunit",-,1039
2561,C3,GABRB2,"gamma-aminobutyric acid (GABA) A receptor, beta 2",-,1069
3062,C3,HCRTR2,hypocretin (orexin) receptor 2,E3,1101
4956,C3,ODF1,outer dense fiber of sperm tails 1,-,1111
22895,C3,RPH3A,rabphilin 3A homolog (mouse),-,1120
57336,C3,ZNF287,zinc finger protein 287,-,1124
3233,C3,HOXD4,homeobox D4,-,1131
117,C3,ADCYAP1R1,adenylate cyclase activating polypeptide 1 (pituitary) receptor type I,-,1132
794,C3,CALB2,calbindin 2,-,1136
2662,C3,GDF10,growth differentiation factor 10,-,1138
11174,C3,ADAMTS6,"ADAM metallopeptidase with thrombospondin type 1 motif, 6",-,1140
56145,C3,PCDHA3,protocadherin alpha 3,-,1141
26659,C3,OR7A5,"olfactory receptor, family 7, subfamily A, member 5",-,1142
5746,C3,PTH2R,parathyroid hormone 2 receptor,-,1153
1142,C3,CHRNB3,"cholinergic receptor, nicotinic, beta 3 (neuronal)",-,1157
2893,C3,GRIA4,"glutamate receptor, ionotropic, AMPA 4",-,1176
170554,C3,DYNLT3P1,"dynein, light chain, Tctex-type 3 pseudogene 1",-,1179
390616,C3,ANKRD34C,ankyrin repeat domain 34C,-,1180
9607,C3,CARTPT,CART prepropeptide,E3,1181
56154,C3,TEX15,testis expressed 15,-,1190
6440,C3,SFTPC,surfactant protein C,-,1192
1630,C3,DCC,deleted in colorectal carcinoma,-,1193
4948,C3,OCA2,oculocutaneous albinism II,-,1199
5137,C3,PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa",-,1202
1821,C3,DRP2,dystrophin related protein 2,-,1206
10021,C3,HCN4,hyperpolarization activated cyclic nucleotide-gated potassium channel 4,-,1208
4693,C3,NDP,Norrie disease (pseudoglioma),-,1218
1571,C3,CYP2E1,"cytochrome P450, family 2, subfamily E, polypeptide 1",-,1221
27035,C3,NOX1,NADPH oxidase 1,-,1232
10816,C3,SPINT3,"serine peptidase inhibitor, Kunitz type, 3",-,1261
3448,C3,IFNA14,"interferon, alpha 14",-,1281
25787,C3,DGCR9,DiGeorge syndrome critical region gene 9,-,1314
202559,C3,KHDRBS2,"KH domain containing, RNA binding, signal transduction associated 2",E4,1324
8929,C3,PHOX2B,paired-like homeobox 2b,-,1326
84059,C3,GPR98,G protein-coupled receptor 98,-,1335
6546,C3,SLC8A1,"solute carrier family 8 (sodium/calcium exchanger), member 1",-,1339
65012,C3,SLC26A10,"solute carrier family 26, member 10",-,1356
4336,C3,MOBP,myelin-associated oligodendrocyte basic protein,-,1363
54798,C3,DCHS2,dachsous cadherin-related 2,-,1366
10739,C3,RFPL2,ret finger protein-like 2,-,1370
81697,C3,OR2B2,"olfactory receptor, family 2, subfamily B, member 2",-,1373
10249,C3,GLYAT,glycine-N-acyltransferase,-,1384
3758,C3,KCNJ1,"potassium inwardly-rectifying channel, subfamily J, member 1",-,1386
10842,C3,PPP1R17,"protein phosphatase 1, regulatory subunit 17",-,1387
64579,C3,NDST4,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4,-,1391
5173,C3,PDYN,prodynorphin,-,1392
2044,C3,EPHA5,EPH receptor A5,-,1409
186,C3,AGTR2,"angiotensin II receptor, type 2",E4,1418
27255,C3,CNTN6,contactin 6,-,1424
2494,C3,NR5A2,"nuclear receptor subfamily 5, group A, member 2",-,1427
8398,C3,PLA2G6,"phospholipase A2, group VI (cytosolic, calcium-independent)",-,1436
2315,C3,MLANA,melan-A,-,1443
759,C3,CA1,carbonic anhydrase I,-,1447
4829,C3,NMBR,neuromedin B receptor,-,1448
8001,C3,GLRA3,"glycine receptor, alpha 3",-,1454
8643,C3,PTCH2,patched 2,-,1455
728882,C3,FAM182B,"family with sequence similarity 182, member B",-,1470
5648,C3,MASP1,mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor),-,1476
2100,C3,ESR2,estrogen receptor 2 (ER beta),E3,1484
9348,C3,NDST3,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3,-,1488
255926,C3,ADAM5,"ADAM metallopeptidase domain 5, pseudogene",-,1490
64096,C3,GFRA4,GDNF family receptor alpha 4,-,1498
7252,C3,TSHB,"thyroid stimulating hormone, beta",-,1503
9248,C3,GPR50,G protein-coupled receptor 50,-,1508
3442,C3,IFNA5,"interferon, alpha 5",-,1514
8687,C3,KRT38,keratin 38,-,1515
3748,C3,KCNC3,"potassium voltage-gated channel, Shaw-related subfamily, member 3",-,1537
401014,C3,TEX41,testis expressed 41 (non-protein coding),-,1543
4184,C3,SMCP,sperm mitochondria-associated cysteine-rich protein,-,1564
1549,C3,CYP2A7,"cytochrome P450, family 2, subfamily A, polypeptide 7",-,1569
54363,C3,HAO1,hydroxyacid oxidase (glycolate oxidase) 1,-,1579
441204,C3,LOC441204,uncharacterized LOC441204,-,1581
6847,C3,SYCP1,synaptonemal complex protein 1,-,1585
80059,C3,LRRTM4,leucine rich repeat transmembrane neuronal 4,-,1588
611,C3,OPN1SW,"opsin 1 (cone pigments), short-wave-sensitive",-,1606
27345,C3,KCNMB4,"potassium large conductance calcium-activated channel, subfamily M, beta member 4",-,1626
26280,C3,IL1RAPL2,interleukin 1 receptor accessory protein-like 2,E4,1632
4807,C3,NHLH1,nescient helix loop helix 1,-,1638
1447,C3,CSN2,casein beta,-,1641
2250,C3,FGF5,fibroblast growth factor 5,-,1645
6519,C3,SLC3A1,"solute carrier family 3 (amino acid transporter heavy chain), member 1",-,1646
229,C3,ALDOB,"aldolase B, fructose-bisphosphate",-,1669
1538,C3,CYLC1,"cylicin, basic protein of sperm head cytoskeleton 1",-,1674
10107,C3,TRIM10,tripartite motif containing 10,-,1681
5991,C3,RFX3,"regulatory factor X, 3 (influences HLA class II expression)",-,1687
26256,C3,CABYR,calcium binding tyrosine-(Y)-phosphorylation regulated,-,1690
25769,C3,SLC24A2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",-,1691
10692,C3,RRH,retinal pigment epithelium-derived rhodopsin homolog,-,1694
50833,C3,TAS2R16,"taste receptor, type 2, member 16",-,1699
9142,C3,TMEM257,transmembrane protein 257,-,1702
11281,C3,POU6F2,POU class 6 homeobox 2,E3,1705
3449,C3,IFNA16,"interferon, alpha 16",-,1711
238,C3,ALK,anaplastic lymphoma receptor tyrosine kinase,-,1727
6751,C3,SSTR1,somatostatin receptor 1,-,1732
57191,C3,VN1R1,vomeronasal 1 receptor 1,-,1735
58503,C3,PROL1,"proline rich, lacrimal 1",-,1737
10738,C3,RFPL3,ret finger protein-like 3,-,1741
6910,C3,TBX5,T-box 5,-,1743
8383,C3,OR1A1,"olfactory receptor, family 1, subfamily A, member 1",-,1760
1285,C3,COL4A3,"collagen, type IV, alpha 3 (Goodpasture antigen)",-,1772
79097,C3,TRIM48,tripartite motif containing 48,-,1782
7472,C3,WNT2,wingless-type MMTV integration site family member 2,E3,1783
9576,C3,SPAG6,sperm associated antigen 6,-,1786
155,C3,ADRB3,adrenoceptor beta 3,-,1787
50514,C3,1-Dec,deleted in esophageal cancer 1,-,1797
8174,C3,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,-,1803
4356,C3,MPP3,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)",-,1806
57113,C3,TRPC7,"transient receptor potential cation channel, subfamily C, member 7",-,1822
6568,C3,SLC17A1,"solute carrier family 17 (organic anion transporter), member 1",-,1830
781,C3,CACNA2D1,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",-,1832
3170,C3,FOXA2,forkhead box A2,-,1835
11061,C3,LECT1,leukocyte cell derived chemotaxin 1,-,1837
5957,C3,RCVRN,recoverin,-,1846
56171,C3,DNAH7,"dynein, axonemal, heavy chain 7",-,1849
3273,C3,HRG,histidine-rich glycoprotein,-,1850
56245,C3,C21orf62,chromosome 21 open reading frame 62,-,1859
3026,C3,HABP2,hyaluronan binding protein 2,-,1860
26998,C3,FETUB,fetuin B,-,1868
339669,C3,TEX33,testis expressed 33,-,1869
3787,C3,KCNS1,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1",-,1874
7274,C3,TTPA,tocopherol (alpha) transfer protein,-,1875
23632,C3,CA14,carbonic anhydrase XIV,-,1877
2670,C3,GFAP,glial fibrillary acidic protein,-,1886
80258,C3,EFHC2,EF-hand domain (C-terminal) containing 2,E4,1896
2556,C3,GABRA3,"gamma-aminobutyric acid (GABA) A receptor, alpha 3",E3,1898
51050,C3,PI15,peptidase inhibitor 15,-,1904
7225,C3,TRPC6,"transient receptor potential cation channel, subfamily C, member 6",-,1908
2099,C3,ESR1,estrogen receptor 1,E3,1914
6258,C3,RXRG,"retinoid X receptor, gamma",E3,1916
4158,C3,MC2R,melanocortin 2 receptor (adrenocorticotropic hormone),-,1919
1081,C3,CGA,"glycoprotein hormones, alpha polypeptide",E3,1927
1559,C3,CYP2C9,"cytochrome P450, family 2, subfamily C, polypeptide 9",-,1931
9293,C3,GPR52,G protein-coupled receptor 52,-,1933
54714,C3,CNGB3,cyclic nucleotide gated channel beta 3,-,1940
3227,C3,HOXC11,homeobox C11,-,1946
8999,C3,CDKL2,cyclin-dependent kinase-like 2 (CDC2-related kinase),-,1948
4604,C3,MYBPC1,"myosin binding protein C, slow type",-,1950
9152,C3,SLC6A5,"solute carrier family 6 (neurotransmitter transporter), member 5",-,1954
2949,C3,GSTM5,glutathione S-transferase mu 5,-,1965
1393,C3,CRHBP,corticotropin releasing hormone binding protein,-,1966
10637,C3,LEFTY1,left-right determination factor 1,-,1970
57119,C3,EPPIN,epididymal peptidase inhibitor,-,1975
135948,C3,OR2F2,"olfactory receptor, family 2, subfamily F, member 2",-,1979
3231,C3,HOXD1,homeobox D1,-,1980
8989,C3,TRPA1,"transient receptor potential cation channel, subfamily A, member 1",-,1981
11280,C3,SCN11A,"sodium channel, voltage-gated, type XI, alpha subunit",-,1987
946,C3,SIGLEC6,sialic acid binding Ig-like lectin 6,-,1992
2742,C3,GLRA2,"glycine receptor, alpha 2",-,1994
26692,C3,OR2W1,"olfactory receptor, family 2, subfamily W, member 1",-,1996
128553,C3,TSHZ2,teashirt zinc finger homeobox 2,-,1998
84779,C3,NAA11,"N(alpha)-acetyltransferase 11, NatA catalytic subunit",-,2004
10877,C3,CFHR4,complement factor H-related 4,-,2007
10824,C3,EPAG,early lymphoid activation protein,-,2029
4109,C3,MAGEA10,"melanoma antigen family A, 10",-,2032
23538,C3,OR52A1,"olfactory receptor, family 52, subfamily A, member 1",-,2036
55584,C3,CHRNA9,"cholinergic receptor, nicotinic, alpha 9 (neuronal)",-,2040
9752,C3,PCDHA9,protocadherin alpha 9,-,2055
54827,C3,NXPE4,"neurexophilin and PC-esterase domain family, member 4",-,2057
9287,C3,TAAR2,trace amine associated receptor 2,-,2068
2916,C3,GRM6,"glutamate receptor, metabotropic 6",-,2069
1813,C3,DRD2,dopamine receptor D2,E3,2071
8492,C3,PRSS12,"protease, serine, 12 (neurotrypsin, motopsin)",-,2073
4990,C3,SIX6,SIX homeobox 6,-,2074
6336,C3,SCN10A,"sodium channel, voltage-gated, type X, alpha subunit",-,2084
3739,C3,KCNA4,"potassium voltage-gated channel, shaker-related subfamily, member 4",-,2088
50940,C3,PDE11A,phosphodiesterase 11A,-,2107
56130,C3,PCDHB6,protocadherin beta 6,-,2113
169522,C3,KCNV2,"potassium channel, subfamily V, member 2",-,2114
4994,C3,OR3A1,"olfactory receptor, family 3, subfamily A, member 1",-,2117
79966,C3,SCD5,stearoyl-CoA desaturase 5,-,2122
54661,C3,PCDHB17,protocadherin beta 17 pseudogene,-,2126
27098,C3,CLUL1,clusterin-like 1 (retinal),-,2127
64816,C3,CYP3A43,"cytochrome P450, family 3, subfamily A, polypeptide 43",-,2130
1539,C3,CYLC2,"cylicin, basic protein of sperm head cytoskeleton 2",-,2135
9390,C3,SLC22A13,"solute carrier family 22 (organic anion/urate transporter), member 13",-,2137
2741,C3,GLRA1,"glycine receptor, alpha 1",-,2146
11136,C3,SLC7A9,"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9",-,2155
10876,C3,EDDM3A,epididymal protein 3A,-,2158
167,C3,CRISP1,cysteine-rich secretory protein 1,-,2159
8756,C3,ADAM7,ADAM metallopeptidase domain 7,-,2166
5078,C3,PAX4,paired box 4,-,2167
57604,C3,KIAA1456,KIAA1456,-,2168
79608,C3,RIC3,RIC3 acetylcholine receptor chaperone,-,2173
3605,C3,IL17A,interleukin 17A,-,2179
4838,C3,NODAL,nodal growth differentiation factor,-,2184
29119,C3,CTNNA3,"catenin (cadherin-associated protein), alpha 3",E4,2194
3446,C3,IFNA10,"interferon, alpha 10",-,2195
84107,C3,ZIC4,Zic family member 4,-,2199
3906,C3,LALBA,"lactalbumin, alpha-",-,2200
50840,C3,TAS2R14,"taste receptor, type 2, member 14",-,2204
51168,C3,MYO15A,myosin XVA,-,2209
28316,C3,CDH20,"cadherin 20, type 2",-,2212
361,C3,AQP4,aquaporin 4,E4,2214
8749,C3,ADAM18,ADAM metallopeptidase domain 18,-,2216
1548,C3,CYP2A6,"cytochrome P450, family 2, subfamily A, polypeptide 6",-,2218
6539,C3,SLC6A12,"solute carrier family 6 (neurotransmitter transporter), member 12",-,2221
55811,C3,ADCY10,adenylate cyclase 10 (soluble),-,2222
1129,C3,CHRM2,"cholinergic receptor, muscarinic 2",-,2223
145678,C3,LOC145678,uncharacterized LOC145678,-,2231
81797,C3,OR12D3,"olfactory receptor, family 12, subfamily D, member 3",-,2236
4593,C3,MUSK,"muscle, skeletal, receptor tyrosine kinase",-,2237
3359,C3,HTR3A,"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic",E3,2240
799,C3,CALCR,calcitonin receptor,-,2247
146227,C3,BEAN1,"brain expressed, associated with NEDD4, 1",-,2250
84253,C3,GARNL3,GTPase activating Rap/RanGAP domain-like 3,-,2259
5475,C3,PPEF1,"protein phosphatase, EF-hand calcium binding domain 1",-,2266
7047,C3,TGM4,transglutaminase 4,-,2268
79804,C3,HAND2-AS1,HAND2 antisense RNA 1 (head to head),-,2269
55613,C3,MTMR8,myotubularin related protein 8,-,2275
2813,C3,GP2,glycoprotein 2 (zymogen granule membrane),-,2281
11086,C3,ADAM29,ADAM metallopeptidase domain 29,-,2284
2814,C3,GP5,glycoprotein V (platelet),-,2287
1133,C3,CHRM5,"cholinergic receptor, muscarinic 5",E3,2290
79628,C3,SH3TC2,SH3 domain and tetratricopeptide repeats 2,-,2297
51666,C3,ASB4,ankyrin repeat and SOCS box containing 4,-,2298
9457,C3,FHL5,four and a half LIM domains 5,-,2300
338645,C3,LUZP2,leucine zipper protein 2,-,2305
6315,C3,ATXN8OS,ATXN8 opposite strand (non-protein coding),-,2310
2692,C3,GHRHR,growth hormone releasing hormone receptor,-,2312
2569,C3,GABRR1,"gamma-aminobutyric acid (GABA) A receptor, rho 1",-,2317
3886,C3,KRT35,keratin 35,-,2318
64850,C3,ETNPPL,ethanolamine-phosphate phospho-lyase,-,2321
57242,C3,KIAA0509,uncharacterized LOC57242,-,2322
80831,C3,APOL5,"apolipoprotein L, 5",-,2325
54738,C3,FEV,FEV (ETS oncogene family),-,2332
1587,C3,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),-,2333
51208,C3,CLDN18,claudin 18,-,2335
51151,C3,SLC45A2,"solute carrier family 45, member 2",-,2347
